S.N.,Date,Open,High,Low,Ltp,% Change,Qty,Turnover
985,2020-02-17,279.0,291.0,278.0,286.0,2.88,127999.00,36402484.00
984,2020-02-18,290.0,291.0,284.0,286.0,0.0,110095.00,31587576.00
983,2020-02-19,289.0,289.0,283.0,284.0,-0.7,94212.00,26891782.00
982,2020-02-20,284.0,286.0,281.0,283.0,-0.35,146755.00,41642508.00
981,2020-02-23,281.0,300.0,281.0,297.0,4.95,254005.00,74099872.00
980,2020-02-24,302.0,302.0,290.0,292.0,-1.68,306383.00,90954528.00
979,2020-02-25,306.0,306.0,288.0,292.0,0.0,126206.00,36800500.00
978,2020-02-26,290.0,299.0,290.0,296.0,1.37,262409.00,77664072.00
977,2020-02-27,295.0,309.0,292.0,306.0,3.38,385364.00,115730224.00
976,2020-03-01,313.0,325.0,307.0,312.0,1.96,821022.00,258554096.00
975,2020-03-02,307.0,313.0,296.0,300.0,-3.85,247421.00,75366024.00
974,2020-03-03,296.0,307.0,290.0,300.0,0.0,321160.00,95844432.00
973,2020-03-04,300.0,305.0,285.0,288.0,-4.0,258628.00,75469568.00
972,2020-03-05,290.0,290.0,285.0,286.0,-0.69,208951.00,60036300.00
971,2020-03-10,286.0,286.0,270.0,270.0,-5.59,167615.00,46060136.00
970,2020-03-11,275.0,285.0,268.0,280.0,3.7,191117.00,52942756.00
969,2020-03-12,281.0,281.0,273.0,274.0,-2.14,163351.00,44982576.00
968,2020-03-15,275.0,275.0,266.0,266.0,-2.92,166996.00,44818336.00
967,2020-03-16,271.0,271.0,260.0,265.0,-0.38,131315.00,34763820.00
966,2020-03-17,264.0,266.0,258.0,259.0,-2.26,133400.00,34693928.00
965,2020-03-18,259.0,259.0,249.0,254.0,-1.93,164507.00,41495228.00
964,2020-03-19,249.0,258.0,236.0,255.0,0.39,152312.00,38225632.00
963,2020-03-22,258.0,260.0,248.0,248.0,-2.75,20871.00,5209814.00
962,2020-05-12,244.0,244.0,241.0,241.0,-2.82,871.00,209944.00
961,2020-05-13,239.0,239.0,234.0,234.0,-2.9,282.00,66138.00
960,2020-06-29,230.0,230.0,211.0,228.0,-3.42,66325.00,14542099.00
959,2020-06-30,224.0,244.0,221.0,244.0,7.02,22351.00,5272440.00
958,2020-07-01,249.0,265.0,249.0,263.0,7.79,24105.00,6228650.00
957,2020-07-02,268.0,268.0,237.0,238.0,-9.51,54657.00,13126560.00
956,2020-07-05,238.0,242.0,226.0,234.0,-1.68,95126.00,22370430.00
955,2020-07-06,237.0,242.0,235.0,241.0,2.99,49878.00,11895083.00
954,2020-07-07,241.0,250.0,241.0,245.0,1.66,68615.00,16846808.00
